,0,1,2,3,4,5,6,7,8,9
0,0.4609126491405539,0.4503095683629459,0.485700104524281,0.4495712971470566,0.47513191697888274,0.4763776898027583,0.44546087288608816,0.41836507032755654,0.4919486914348902,0.4576008999850515
1,0.45648584428457256,0.44613130318561267,0.48090625398646125,0.4548450621307307,0.4700404949357219,0.47365587521799046,0.44463684768914347,0.4235895733373342,0.48667086122887304,0.4596713578029753
2,0.45814701506733024,0.4463865532444446,0.478373956436192,0.45265056589377806,0.4738146130473076,0.4733263603184505,0.44391602561282306,0.4239175681751084,0.48410744770316594,0.4553521394963539
3,0.45358043655230174,0.4449756946471437,0.48170797305901275,0.45214481692458247,0.4717765274648836,0.4779307023700551,0.44820500733744667,0.4209911231717848,0.4827653237908421,0.4587923241287098
4,0.4496995786775528,0.4421368073134429,0.48378927926994897,0.45100287200339273,0.46961074415021087,0.4739618384120283,0.4485262757282144,0.43373021468579265,0.49093975615102703,0.4540922020908641
5,0.4488514767529635,0.44228743000306586,0.4794383489444707,0.45197942983182027,0.4724857661249526,0.47696869406293446,0.44511157888761976,0.42926997782890636,0.4863168272010365,0.4547835639885529
6,0.44481386187152117,0.4410776564857206,0.48895332165833083,0.4567149868815828,0.46974846031248446,0.47994091494860547,0.4416298334206523,0.4312341148626391,0.48492456608083606,0.45327738115693267
7,0.444876398282285,0.4518328371832332,0.4925247142137993,0.45523446107620774,0.46886283751300223,0.48125446313637127,0.44600872351259147,0.4348454563099619,0.49548909731624985,0.4495946838861962
8,0.4460866920443843,0.456268412546278,0.49000171326915065,0.45243627464703856,0.4663953574097346,0.4781255886199746,0.44220611087230044,0.43453072141346816,0.49103497430911575,0.4457477588944185
9,0.44454130664459035,0.45773595397797706,0.48806753069708536,0.4629800713888528,0.4620623104719564,0.48115587899888623,0.44379875946461506,0.430557209168732,0.4859708935188931,0.4421981723249895
10,0.45050650408666665,0.4583200734207788,0.49478364899555816,0.4607446713690486,0.45788938829334863,0.48061397538061096,0.44387097770486883,0.4267601789357337,0.48814179375168226,0.43924515997146635
11,0.4483606337871948,0.45600783485650853,0.49614022030783406,0.46058192300101436,0.4702284354149151,0.4767506839679129,0.44329353613900285,0.4271451842574049,0.48684745926461415,0.442211707890584
12,0.44661740129576244,0.45859649725396867,0.4978370049508363,0.46100969834701677,0.48043729286864856,0.47253442157463427,0.4449096121045314,0.4299599986280321,0.4852223172324154,0.452540482886543
13,0.45089048391584313,0.4545988500421342,0.4937976734801974,0.45914190038612945,0.47726751425463393,0.47024367879021867,0.4413530939687613,0.4265066040602477,0.4828810042016271,0.45363951926050883
14,0.45262445237965665,0.4502798914929989,0.4920114935132747,0.4562743710357718,0.4734123698723588,0.4677518981661197,0.44340242568925053,0.4247887527965956,0.47883099127093487,0.45123284197871066
15,0.4515403550492072,0.44668923476097344,0.48964328723404077,0.4640800375485433,0.4756460792392238,0.46487206705152306,0.4447213381533703,0.42593166125788506,0.48010902594408944,0.4502241055886225
16,0.4486033550596635,0.4572183456212896,0.4853870495639755,0.4630307725740683,0.47884731526948815,0.46121179711322347,0.45165332493578064,0.42360223016922194,0.4795226900643775,0.4557154876745819
17,0.44867477724652066,0.45519842767725244,0.48252222718634247,0.46700381588790973,0.4768623606604305,0.45941329978594814,0.4487770458647897,0.42126767125824327,0.4752940396071915,0.4529311796104565
18,0.4474135881378575,0.45134458719789394,0.4823330703446469,0.4684601756038963,0.4728336788493598,0.4649266034957934,0.45607145311025965,0.42072760474340826,0.4763628578626365,0.4511537095524919
19,0.4504388623805907,0.44767525577204664,0.48012662250611327,0.48726506161863525,0.4707250256826513,0.4627441561964656,0.45226531948596277,0.42068798277141856,0.4783070345449357,0.44913175956541956
20,0.4506376092794749,0.4504951392438987,0.49175504546578186,0.4868469848239375,0.46985778723324645,0.46107915861916576,0.4487658032947545,0.42945085253594,0.4787475494348866,0.445680220650788
21,0.4474305065362139,0.45648426154918087,0.4906064938411592,0.4859998519695772,0.4661224694689736,0.46345726124521947,0.454529608364715,0.42804186506776376,0.4791618519584169,0.4432466752020064
22,0.4453519384450629,0.4559218432092683,0.48650125810905775,0.48199458025471426,0.4703164620242487,0.4644223006285674,0.45457947773898877,0.426632803727749,0.47765560552934383,0.44515534135684
23,0.4581807995750339,0.46284219044243036,0.49005940577899,0.4801529226820594,0.4803006934293841,0.4629365337853803,0.4548444248687711,0.42354775328947175,0.47475219813399977,0.45265789327154016
24,0.45704254960759866,0.4621567276713947,0.4925469965233047,0.4945091157177324,0.4877822258959275,0.4653228703477756,0.45104857139428906,0.42295034237128776,0.4758652915374742,0.44881705115091436
25,0.45477899045526116,0.45965842368346543,0.4926256890764808,0.49805631087719754,0.4847929505174082,0.4642005684154185,0.45210635176426084,0.4221323762630614,0.4776333584583138,0.44550125512966193
26,0.4555913887721568,0.45805775402478405,0.4954530139201037,0.5069016704481111,0.4832492611980869,0.462760234739161,0.45579642748343274,0.42109458729574917,0.4762802212663211,0.4505254966464747
27,0.45514716868558613,0.4578978299346276,0.4918067167412446,0.510099543736579,0.4845614177469036,0.45888073493414,0.4532775875420965,0.4190699470850347,0.4728563329972234,0.4503218673992898
28,0.4549773994516027,0.457593248781108,0.48928719288985756,0.5091791236284522,0.4832243185665073,0.4552671882258365,0.4562061839228948,0.41986419798184493,0.4688648201268198,0.4517665895416121
29,0.45127252854507033,0.45625808041870164,0.4976393829849843,0.5062381766348004,0.48846377052261847,0.4532747207214881,0.45389012813497315,0.4244257115418487,0.4681272217387038,0.448598157073813
30,0.4490545938470727,0.4527616104820479,0.49366297847376744,0.5057155679682744,0.4853923439988408,0.4524564777621459,0.4508571860281624,0.42238753056227746,0.4655686633743746,0.4483044307857103
31,0.44676088712903017,0.4551190200599277,0.4921177021347664,0.502699499194158,0.4832245799866962,0.45066421522838646,0.45498922488670374,0.42271285750958604,0.46244702353017986,0.44731467014316467
32,0.4473600402030981,0.4528769203017088,0.4899896135501555,0.4996956561697901,0.482209178386108,0.44823443348500286,0.45657116298204337,0.42779412620671126,0.4612547610318318,0.4435339738281924
33,0.4440889051009682,0.45110376298514204,0.48827340491963145,0.4981932427863224,0.4798823579097326,0.44664502208370094,0.45288923162442707,0.4271743049576362,0.4608107449812368,0.44073756155963084
34,0.44628129530964256,0.44823412142986985,0.4890254317525232,0.5027761512366113,0.47624512566586064,0.4441079090434934,0.44895547483891135,0.4322427461143564,0.46558947003399564,0.4378105268083025
35,0.4469159459298639,0.4498898835762164,0.4896193881726087,0.5026084355274233,0.4781007629957979,0.4447348002773788,0.445473356262904,0.43005298377194967,0.4638935758462533,0.4397902554966639
36,0.4485856309070718,0.4582015097785256,0.48748061221401895,0.5091228441460075,0.4796505615667052,0.4465105505900914,0.44771988856210093,0.4288840576120103,0.4602940096222325,0.44581923502413
37,0.4473481959171975,0.4547250881752916,0.4864513968521169,0.5081053892419322,0.4786767030156674,0.44921896163492003,0.4466007470244322,0.4275648347153518,0.45699086180670495,0.4449785458384334
38,0.4456981694668498,0.4638780980811347,0.4857622421548162,0.5043640395285566,0.4810790313537816,0.44789044897531816,0.44452170444671657,0.4270873257076413,0.4549033055740319,0.44849817621312466
39,0.4497090432217675,0.4738055131589862,0.4858447714559875,0.5073796564968686,0.4798843353885389,0.4530453561670719,0.445282286015123,0.4303264926191901,0.45367164088528744,0.4455338390129516
40,0.4532724468242585,0.47481696412315977,0.4842857297711869,0.5040707446846249,0.47787139005142293,0.4554668545183446,0.44566434645770026,0.4284512395486711,0.44982376702648785,0.4424618923472935
